Id,Suburb,Address,Rooms,Type,Price,Postcode,Bedrooms,Bathrooms,LandSize,BuildingArea,YearBuilt,CouncilArea,Region,PropertyCount
566450276,Middle Park,82 Hambleton St,3,h,1500000,3206,3,2,151,165,1880,Port Phillip City Council,Southern Metropolitan,2019
558016056,Middle Park,98 Harold St,2,h,1630000,3206,2,1,152,113,1915,Port Phillip City Council,Southern Metropolitan,2019
488967690,Middle Park,141 Richardson St,3,h,1910000,3206,3,1,217,125,1900,Port Phillip City Council,Southern Metropolitan,2019
476469999,Middle Park,87 Carter St,3,h,1143384,3206,3,2,133,140,1900,Port Phillip City Council,Southern Metropolitan,2019
396097045,Mont Albert,371 Elgar Rd,2,h,1320000,3127,2,1,613,115,1950,Boroondara City Council,Eastern Metropolitan,2079
530984994,Mont Albert,17 Rowland St,4,h,2850000,3127,4,2,1388,431,1946,Boroondara City Council,Eastern Metropolitan,2079
403955455,Mont Albert,50/781 Whitehorse Rd,2,u,750000,3127,2,2,482,80,2003,Boroondara City Council,Eastern Metropolitan,2079
331839223,Mont Albert,7A Lightfoot St,4,h,1143384,3127,4,3,435,235,2005,Boroondara City Council,Eastern Metropolitan,2079
946723968,Mont Albert,2 Gawler Ct,5,h,1143384,3127,5,2,944,300,1907,Boroondara City Council,Eastern Metropolitan,2079
533625657,Mont Albert,71 Victoria Cr,4,h,1666000,3127,2,1,482,431,1946,Boroondara City Council,Eastern Metropolitan,2079
321471114,Mont Albert,48 Kenmare St,3,h,2588000,3127,3,3,1149,225,1920,Boroondara City Council,Eastern Metropolitan,2079
829983100,Mont Albert,3 Gilbert St,5,h,1955000,3127,5,3,424,431,1946,Boroondara City Council,Eastern Metropolitan,2079
209154372,Mont Albert,3/7 Leopold Cr,2,u,768000,3127,2,1,482,431,1946,Boroondara City Council,Eastern Metropolitan,2079
914515025,Mont Albert,4/30 Kenmare St,5,h,1400000,3127,5,4,355,25,1979,Boroondara City Council,Eastern Metropolitan,2079
736154674,Mont Albert,13/17 Kingsley Cr,2,u,1143384,3127,2,1,482,431,1946,Boroondara City Council,Eastern Metropolitan,2079
239478652,Mont Albert,33a Kingsley Cr,2,u,1150000,3127,2,1,482,431,1946,Boroondara City Council,Eastern Metropolitan,2079
585643766,Mont Albert,7 Kingsley Cr,3,h,1901000,3127,2,1,482,431,1946,Boroondara City Council,Eastern Metropolitan,2079
271489249,Mont Albert,105/766 Whitehorse Rd,2,u,665000,3127,2,2,1291,431,1946,Boroondara City Council,Eastern Metropolitan,2079
351575550,Mont Albert,11 Rostrevor Pde,5,h,2714000,3127,5,2,1053,431,1946,Boroondara City Council,Eastern Metropolitan,2079
417269954,Mont Albert,40 Zetland Rd,6,h,2350000,3127,6,3,2026,431,1946,Boroondara City Council,Eastern Metropolitan,2079
177111348,Mont Albert,9 Carlyle Cr,4,h,2100000,3127,2,1,482,431,1946,Boroondara City Council,Eastern Metropolitan,2079
184055593,Mont Albert,9 Hotham Ct,4,h,1143384,3127,3,2,793,234,1940,Boroondara City Council,Eastern Metropolitan,2079
419535364,Mont Albert,42 View St,4,h,2200000,3127,4,2,931,199,1930,Boroondara City Council,Eastern Metropolitan,2079
588445076,Mont Albert,28 Lorne Pde,3,h,1143384,3127,3,1,697,109,1920,Boroondara City Council,Eastern Metropolitan,2079
504353926,Mont Albert,4/1 Nangnak La,2,t,660000,3127,2,2,146,431,1946,Boroondara City Council,Eastern Metropolitan,2079
941345959,Mont Albert,7/27 High St,3,t,1310000,3127,3,2,330,148,2001,Boroondara City Council,Eastern Metropolitan,2079
105323526,Mont Albert,6/41 Zetland Rd,2,u,540000,3127,2,1,482,431,1960,Boroondara City Council,Eastern Metropolitan,2079
364108187,Mont Albert,5 Kingsley Cr,3,h,1143384,3127,2,1,482,431,1946,Boroondara City Council,Eastern Metropolitan,2079
170154186,Mont Albert,10 Zetland Rd,3,h,1355000,3127,2,1,482,431,1946,Boroondara City Council,Eastern Metropolitan,2079
755380264,Mont Albert,27 Grace St,3,h,1143384,3127,3,2,404,431,1946,Boroondara City Council,Eastern Metropolitan,2079
561058086,Mont Albert,2/18 Lorne Pde,3,t,1143384,3127,2,1,482,431,1946,Boroondara City Council,Eastern Metropolitan,2079
429318497,Mont Albert,12 Rostrevor Pde,4,h,2335000,3127,4,2,813,170,1938,Boroondara City Council,Eastern Metropolitan,2079
819606202,Mont Albert,80 Victoria Cr,4,h,1143384,3127,2,1,482,431,1946,Boroondara City Council,Eastern Metropolitan,2079
287220059,Mont Albert,9 Victoria Cr,4,h,1143384,3127,2,1,482,431,1946,Boroondara City Council,Eastern Metropolitan,2079
858829019,Mont Albert,55 View St,4,h,2000000,3127,3,2,626,431,1929,Boroondara City Council,Eastern Metropolitan,2079
189487819,Mont Albert,3/18 Louise Av,2,u,625000,3127,2,1,482,431,1946,Boroondara City Council,Eastern Metropolitan,2079
264387432,Mont Albert,6 Serpentine St,5,h,1815000,3127,5,1,711,207,1950,Boroondara City Council,Eastern Metropolitan,2079
863008847,Mont Albert,2/82 Victoria Cr,2,u,626000,3127,2,1,482,431,1946,Boroondara City Council,Eastern Metropolitan,2079
145952487,Mont Albert,53/781 Whitehorse Rd,2,u,725000,3127,2,2,482,116,2005,Boroondara City Council,Eastern Metropolitan,2079
745229375,Mont Albert,3/29 Trafalgar St,2,u,1143384,3127,2,1,164,431,1946,Boroondara City Council,Eastern Metropolitan,2079
912954318,Mont Albert,7/86 Victoria Cr,3,t,870000,3127,2,1,482,431,1946,Boroondara City Council,Eastern Metropolitan,2079
843480931,Mont Albert,72 Churchill St,4,h,3900000,3127,4,2,2187,327,1903,Boroondara City Council,Eastern Metropolitan,2079
400228996,Mont Albert,33 Victoria Cr,4,h,1143384,3127,2,1,482,431,1946,Boroondara City Council,Eastern Metropolitan,2079
231327307,Mont Albert,1a Hotham Ct,3,t,1150000,3127,2,1,482,431,1946,Boroondara City Council,Eastern Metropolitan,2079
733744450,Mont Albert,2/3 Inglisby Rd,2,h,666000,3127,2,1,482,431,1946,Boroondara City Council,Eastern Metropolitan,2079
890241652,Mont Albert,26 Serpentine St,3,t,1200000,3127,3,2,255,152,2000,Boroondara City Council,Eastern Metropolitan,2079
859081902,Mont Albert,3 Blenheim Av,4,h,2025000,3127,2,1,482,431,1946,Boroondara City Council,Eastern Metropolitan,2079
689153532,Mont Albert,3/72 Kenmare St,4,t,1310000,3127,2,1,482,431,1946,Boroondara City Council,Eastern Metropolitan,2079
812342542,Mont Albert,2/86 Victoria Cr,3,u,1143384,3127,2,1,482,431,1946,Boroondara City Council,Eastern Metropolitan,2079
819498994,Mont Albert,47 Zetland Rd,3,h,1564000,3127,3,2,640,117,1950,Boroondara City Council,Eastern Metropolitan,2079
174836630,Mont Albert,35 Kingsley Cr,3,h,1650000,3127,2,1,482,431,1946,Boroondara City Council,Eastern Metropolitan,2079
875394389,Mont Albert,58 Victoria Cr,3,h,1143384,3127,2,1,482,431,1946,Boroondara City Council,Eastern Metropolitan,2079
530970408,Mont Albert,11/781 Whitehorse Rd,2,u,520000,3127,2,1,482,92,2005,Boroondara City Council,Eastern Metropolitan,2079
188829315,Moonee Ponds,504/26 Shuter St,3,u,670000,3039,3,2,482,120,2000,Moonee Valley City Council,Western Metropolitan,6232
658127594,Moonee Ponds,90 Clarinda Rd,4,h,1715000,3039,4,2,668,431,1946,Moonee Valley City Council,Western Metropolitan,6232
646146786,Moonee Ponds,23 Hopetoun St,4,h,1143384,3039,4,3,434,431,1946,Moonee Valley City Council,Western Metropolitan,6232
505921551,Moonee Ponds,21A Scotia St,3,h,1055000,3039,3,2,482,189,2009,Moonee Valley City Council,Western Metropolitan,6232
568855856,Moonee Ponds,5/40 Young St,2,u,348000,3039,2,1,482,63,2007,Moonee Valley City Council,Western Metropolitan,6232
842366545,Moonee Ponds,69 Aberfeldie St,4,h,1780000,3039,4,3,615,201,1920,Moonee Valley City Council,Western Metropolitan,6232
837403707,Moonee Ponds,12 Athol St,6,h,2150000,3039,6,3,912,431,1946,Moonee Valley City Council,Western Metropolitan,6232
780591900,Moonee Ponds,10 Chaucer St,5,h,1730000,3039,5,1,584,431,1946,Moonee Valley City Council,Western Metropolitan,6232
169051735,Moonee Ponds,43 Chaucer St,3,h,1440000,3039,3,2,287,196,1880,Moonee Valley City Council,Western Metropolitan,6232
302015899,Moonee Ponds,119 Eglinton St,3,h,1143384,3039,3,1,310,155,1900,Moonee Valley City Council,Western Metropolitan,6232
770754526,Moonee Ponds,2/108 Pascoe Vale Rd,3,t,1143384,3039,2,1,482,431,1946,Moonee Valley City Council,Western Metropolitan,6232
617920464,Moonee Ponds,14 Scotia St,4,h,1225000,3039,4,1,388,120,1920,Moonee Valley City Council,Western Metropolitan,6232
512154641,Moonee Ponds,5 Bent St,4,h,1445000,3039,3,3,384,178,1920,Moonee Valley City Council,Western Metropolitan,6232
842656384,Moonee Ponds,803/701 Mt Alexander Rd,3,u,1475000,3039,2,1,482,431,1946,Moonee Valley City Council,Western Metropolitan,6232
567420946,Moonee Ponds,151a Park St,3,h,1143384,3039,2,1,482,431,1946,Moonee Valley City Council,Western Metropolitan,6232
533826854,Moonee Ponds,82 Argyle St,3,h,990000,3039,3,1,328,107,1900,Moonee Valley City Council,Western Metropolitan,6232
990155707,Moonee Ponds,22 Tennyson St,3,h,1400000,3039,3,2,597,431,1946,Moonee Valley City Council,Western Metropolitan,6232
593945225,Moonee Ponds,76 Argyle St,3,h,1550000,3039,3,2,477,258,2014,Moonee Valley City Council,Western Metropolitan,6232
909270869,Moonee Ponds,25 Buckley St,3,h,1170000,3039,3,1,443,102,1930,Moonee Valley City Council,Western Metropolitan,6232
878116605,Moonee Ponds,101 Holmes Rd,4,h,1120000,3039,4,1,571,138,1915,Moonee Valley City Council,Western Metropolitan,6232
751689159,Moonee Ponds,1/10 Scotia St,2,u,675000,3039,2,1,206,431,1946,Moonee Valley City Council,Western Metropolitan,6232
974745230,Moonee Ponds,20 Scotia St,3,h,880000,3039,3,2,315,431,1946,Moonee Valley City Council,Western Metropolitan,6232
792085256,Moonee Ponds,105 Vine St,5,h,1143384,3039,5,3,522,431,2014,Moonee Valley City Council,Western Metropolitan,6232
219075779,Moonee Ponds,4 Addison St,4,h,1530000,3039,3,2,431,152,1906,Moonee Valley City Council,Western Metropolitan,6232
937042415,Moonee Ponds,1 Athol St,4,h,1350000,3039,4,2,447,431,1880,Moonee Valley City Council,Western Metropolitan,6232
827311508,Moonee Ponds,1/31 Holberg St,3,h,832000,3039,3,2,214,111,1997,Moonee Valley City Council,Western Metropolitan,6232
601946341,Moonee Ponds,5/3 Lennox St,2,u,420000,3039,2,1,482,82,1950,Moonee Valley City Council,Western Metropolitan,6232
456071022,Moonee Ponds,25 Mantell St,4,h,2400000,3039,4,4,636,308,1900,Moonee Valley City Council,Western Metropolitan,6232
267044501,Moonee Ponds,106/26 Shuter St,3,u,565000,3039,2,2,482,115,2001,Moonee Valley City Council,Western Metropolitan,6232
950749347,Moonee Ponds,3/16 Turner St,2,u,550000,3039,2,1,482,85,1990,Moonee Valley City Council,Western Metropolitan,6232
219877535,Moonee Ponds,50 Wilson St,4,h,1211000,3039,3,1,477,146,1910,Moonee Valley City Council,Western Metropolitan,6232
398118916,Moonee Ponds,12 Chaucer St,5,h,2405000,3039,5,2,482,431,1946,Moonee Valley City Council,Western Metropolitan,6232
641570186,Moonee Ponds,35 Eglinton St,4,h,1395000,3039,4,1,603,431,1946,Moonee Valley City Council,Western Metropolitan,6232
504007104,Moonee Ponds,24 Hotham St,3,h,1630000,3039,3,2,408,199,1900,Moonee Valley City Council,Western Metropolitan,6232
596575106,Moonee Ponds,37 Lennox St,3,h,1160000,3039,3,1,449,133,1910,Moonee Valley City Council,Western Metropolitan,6232
378440610,Moonee Ponds,36 Primrose St,3,h,1065000,3039,3,1,395,431,1946,Moonee Valley City Council,Western Metropolitan,6232
903498260,Moonee Ponds,61 Steele St,4,h,1361500,3039,4,1,453,145,1920,Moonee Valley City Council,Western Metropolitan,6232
206750988,Moonee Ponds,19 Sussex St,2,h,945000,3039,2,1,225,97,1890,Moonee Valley City Council,Western Metropolitan,6232
957095860,Moonee Ponds,6/7 York St,1,u,360000,3039,1,1,482,54,1965,Moonee Valley City Council,Western Metropolitan,6232
134112512,Moonee Ponds,31 Bowen St,2,h,860000,3039,2,1,301,80,1920,Moonee Valley City Council,Western Metropolitan,6232
728673028,Moonee Ponds,7 Browning St,3,h,1260000,3039,3,2,253,431,1946,Moonee Valley City Council,Western Metropolitan,6232
234072739,Moonee Ponds,35 Addison St,4,h,1637000,3039,4,1,539,190,1900,Moonee Valley City Council,Western Metropolitan,6232
508841275,Moonee Ponds,4 Ngarveno St,2,h,1143384,3039,2,1,331,431,1946,Moonee Valley City Council,Western Metropolitan,6232
293492923,Moonee Ponds,30 Tennyson St,3,h,1505000,3039,3,2,249,168,2007,Moonee Valley City Council,Western Metropolitan,6232
256687839,Moonee Ponds,10/40 Young St,2,t,515000,3039,2,1,1981,111,2006,Moonee Valley City Council,Western Metropolitan,6232
645659578,Moonee Ponds,112 Dean St,3,h,1100000,3039,3,1,572,431,1946,Moonee Valley City Council,Western Metropolitan,6232
354174330,Moonee Ponds,4/719 Mt Alexander Rd,2,u,1143384,3039,2,1,482,431,1946,Moonee Valley City Council,Western Metropolitan,6232
346176786,Moonee Ponds,13/110 Maribyrnong Rd,2,u,330000,3039,2,1,482,39,2014,Moonee Valley City Council,Western Metropolitan,6232
982392950,Moonee Ponds,59 Scott St,3,h,1145000,3039,3,2,478,431,1946,Moonee Valley City Council,Western Metropolitan,6232
696506657,Moonee Ponds,24 Steele St,4,h,1322000,3039,3,1,549,192,1930,Moonee Valley City Council,Western Metropolitan,6232
202558089,Moonee Ponds,29 Winchester St,2,h,1015000,3039,2,1,228,125,1910,Moonee Valley City Council,Western Metropolitan,6232
333085781,Moonee Ponds,25 Argyle St,2,h,750000,3039,2,1,482,431,1946,Moonee Valley City Council,Western Metropolitan,6232
218617188,Moonee Ponds,14 Eglinton St,2,h,1013000,3039,2,1,237,431,1946,Moonee Valley City Council,Western Metropolitan,6232
153520308,Moonee Ponds,4 Lennox St,3,h,840000,3039,3,1,307,136,1910,Moonee Valley City Council,Western Metropolitan,6232
500740325,Moonee Ponds,103/701 Mt Alexander Rd,1,u,465000,3039,2,1,482,431,1946,Moonee Valley City Council,Western Metropolitan,6232
611037615,Moonee Ponds,10 Normanby St,4,h,1150000,3039,4,2,481,431,1946,Moonee Valley City Council,Western Metropolitan,6232
159330176,Moonee Ponds,75 Scott St,5,h,1900000,3039,5,3,646,261,1925,Moonee Valley City Council,Western Metropolitan,6232
411538291,Moonee Ponds,83 Scott St,3,t,890500,3039,3,2,213,431,1950,Moonee Valley City Council,Western Metropolitan,6232
301782344,Moonee Ponds,44 Vine St,5,h,2340000,3039,5,3,619,372,2009,Moonee Valley City Council,Western Metropolitan,6232
814968193,Moonee Ponds,10/7 York St,1,u,1143384,3039,1,1,482,431,1946,Moonee Valley City Council,Western Metropolitan,6232
586658039,Moonee Ponds,2 Addison St,3,h,1370000,3039,3,1,427,431,1946,Moonee Valley City Council,Western Metropolitan,6232
651663521,Moonee Ponds,61 Athol St,3,h,1400000,3039,3,2,394,160,1890,Moonee Valley City Council,Western Metropolitan,6232
859841005,Moonee Ponds,22 McPherson St,4,h,1310000,3039,3,3,475,431,1946,Moonee Valley City Council,Western Metropolitan,6232
371259936,Moonee Ponds,4 Milverton St,4,h,1833000,3039,4,1,583,431,1946,Moonee Valley City Council,Western Metropolitan,6232
524991819,Moonee Ponds,49 Derby St,3,h,855000,3039,3,1,274,431,1946,Moonee Valley City Council,Western Metropolitan,6232
545264967,Moonee Ponds,172 Maribyrnong Rd,3,h,930000,3039,2,1,305,431,1900,Moonee Valley City Council,Western Metropolitan,6232
260766325,Moonee Ponds,6 Robinson St,4,h,1640000,3039,4,2,435,329,1920,Moonee Valley City Council,Western Metropolitan,6232
821797604,Moonee Ponds,38 Addison St,3,h,1480000,3039,3,1,436,142,1910,Moonee Valley City Council,Western Metropolitan,6232
694146753,Moonee Ponds,31 Bruce St,3,t,902000,3039,2,1,482,431,1946,Moonee Valley City Council,Western Metropolitan,6232
190094447,Moonee Ponds,1/19 Montague St,2,u,672000,3039,2,1,230,431,1989,Moonee Valley City Council,Western Metropolitan,6232
683030778,Moonee Ponds,6/9 St James St,2,u,410000,3039,2,1,482,59,1970,Moonee Valley City Council,Western Metropolitan,6232
259357711,Moonee Ponds,4/43 Buckley St,1,u,1143384,3039,1,1,482,48,1975,Moonee Valley City Council,Western Metropolitan,6232
985746363,Moonee Ponds,18A Fanny St,5,t,980000,3039,5,2,207,168,2004,Moonee Valley City Council,Western Metropolitan,6232
209950860,Moonee Ponds,16 Laura St,4,h,1143384,3039,2,1,482,431,1946,Moonee Valley City Council,Western Metropolitan,6232
543859508,Moonee Ponds,47 Margaret St,2,h,1055000,3039,2,1,292,431,1946,Moonee Valley City Council,Western Metropolitan,6232
919012217,Moonee Ponds,22/122 Maribyrnong Rd,2,u,440000,3039,2,1,482,431,1946,Moonee Valley City Council,Western Metropolitan,6232
269579225,Moonee Ponds,64 Salisbury St,3,h,1435000,3039,3,1,633,431,1946,Moonee Valley City Council,Western Metropolitan,6232
351876564,Moonee Ponds,3 Sussex St,4,h,1275000,3039,4,2,627,431,1946,Moonee Valley City Council,Western Metropolitan,6232
908969958,Moonee Ponds,113 Buckley St,1,u,1685000,3039,2,1,482,431,1946,Moonee Valley City Council,Western Metropolitan,6232
789532486,Moonee Ponds,54b Salisbury St,3,t,842500,3039,3,2,216,156,1995,Moonee Valley City Council,Western Metropolitan,6232
478341697,Moonee Ponds,31 Wordsworth St,4,h,1345000,3039,4,2,313,193,1910,Moonee Valley City Council,Western Metropolitan,6232
494656043,Moonee Ponds,16/51 Buckley St,1,u,265000,3039,1,1,482,41,1970,Moonee Valley City Council,Western Metropolitan,6232
828693545,Moonee Ponds,1 Jennings St,4,h,1143384,3039,4,2,809,269,1910,Moonee Valley City Council,Western Metropolitan,6232
931494515,Moonee Ponds,3 Pattison St,2,h,849000,3039,2,1,345,95,1930,Moonee Valley City Council,Western Metropolitan,6232
288578783,Moonee Ponds,35 Athol St,3,h,1425000,3039,3,1,526,159,1900,Moonee Valley City Council,Western Metropolitan,6232
888438855,Moonee Ponds,36 Derby St,3,t,1345000,3039,3,2,310,287,1930,Moonee Valley City Council,Western Metropolitan,6232
484854876,Moonee Ponds,2/118 Holmes Rd,2,u,330000,3039,3,1,482,54,1970,Moonee Valley City Council,Western Metropolitan,6232
176833588,Moonee Ponds,1/132 Pascoe Vale Rd,4,t,726000,3039,4,2,67,145,2000,Moonee Valley City Council,Western Metropolitan,6232
167937462,Moonee Ponds,1a Ardmillan Rd,3,h,1250000,3039,3,2,283,222,2002,Moonee Valley City Council,Western Metropolitan,6232
896497651,Moonee Ponds,2/102 Bent St,3,t,870000,3039,3,2,156,152,2000,Moonee Valley City Council,Western Metropolitan,6232
747702317,Moonee Ponds,9 Newton Pde,2,h,801000,3039,2,1,133,431,1946,Moonee Valley City Council,Western Metropolitan,6232
349917741,Moonee Ponds,77a Scott St,3,h,1390000,3039,2,1,482,431,1946,Moonee Valley City Council,Western Metropolitan,6232
509303494,Moonee Ponds,36 Aberfeldie St,3,h,1725000,3039,3,2,596,203,1950,Moonee Valley City Council,Western Metropolitan,6232
317936867,Moonee Ponds,9/14 Ardmillan Rd,2,u,1143384,3039,2,1,1271,431,1946,Moonee Valley City Council,Western Metropolitan,6232
365637820,Moonee Ponds,86a Dean St,3,t,1143384,3039,3,2,184,133,1990,Moonee Valley City Council,Western Metropolitan,6232
354078310,Moonee Ponds,1/5 Park St,1,u,415000,3039,1,1,482,431,1946,Moonee Valley City Council,Western Metropolitan,6232
548802776,Moonee Ponds,20 Railway Cr,2,h,780000,3039,2,1,482,431,1946,Moonee Valley City Council,Western Metropolitan,6232
403304357,Moonee Ponds,5/8 Scotia St,2,t,1143384,3039,2,1,482,431,1946,Moonee Valley City Council,Western Metropolitan,6232
542259615,Moonee Ponds,6/8 Scotia St,2,t,670000,3039,2,1,482,431,1946,Moonee Valley City Council,Western Metropolitan,6232
125639113,Moonee Ponds,13/9 The Strand,3,u,650000,3039,3,1,482,431,1946,Moonee Valley City Council,Western Metropolitan,6232
419496330,Moonee Ponds,4/6 Turner St,2,u,600000,3039,2,1,166,81,1965,Moonee Valley City Council,Western Metropolitan,6232
404304615,Moonee Ponds,25 Wilson St,4,h,1505000,3039,4,2,441,164,1910,Moonee Valley City Council,Western Metropolitan,6232
869590410,Moonee Ponds,6/28 Hopetoun St,1,u,1143384,3039,1,1,482,39,1970,Moonee Valley City Council,Western Metropolitan,6232
520242728,Moonee Ponds,36 Scotia St,3,h,850000,3039,3,2,271,143,1915,Moonee Valley City Council,Western Metropolitan,6232
425960348,Moonee Ponds,5/51 Buckley St,1,u,292000,3039,1,1,482,45,1970,Moonee Valley City Council,Western Metropolitan,6232
538888282,Moonee Ponds,55 Darling St,2,h,1143384,3039,2,1,278,431,1946,Moonee Valley City Council,Western Metropolitan,6232
468358124,Moonee Ponds,15 Orford St,2,h,956000,3039,2,1,435,431,1920,Moonee Valley City Council,Western Metropolitan,6232
471843061,Moonee Ponds,151b Park St,3,h,961000,3039,2,1,482,431,1946,Moonee Valley City Council,Western Metropolitan,6232
920540609,Moonee Ponds,2 Parry St,5,h,1740000,3039,4,1,739,155,1930,Moonee Valley City Council,Western Metropolitan,6232
834415473,Moonee Ponds,28 Vine St,3,h,1683000,3039,3,2,222,431,1880,Moonee Valley City Council,Western Metropolitan,6232
263173085,Moonee Ponds,108 Dean St,3,h,1143384,3039,3,2,459,184,1999,Moonee Valley City Council,Western Metropolitan,6232
777127417,Moonee Ponds,1/21 Holmes Rd,2,u,574000,3039,2,2,159,431,1946,Moonee Valley City Council,Western Metropolitan,6232
725287964,Moonee Ponds,12/17 Moore St,2,u,470000,3039,2,1,482,65,2014,Moonee Valley City Council,Western Metropolitan,6232
766654165,Moonee Ponds,1/263 Union Rd,3,t,1130000,3039,3,2,217,145,2013,Moonee Valley City Council,Western Metropolitan,6232
860832172,Moonee Ponds,1/16 Capulet St,2,u,730000,3039,2,1,217,431,1946,Moonee Valley City Council,Western Metropolitan,6232
487366066,Moonee Ponds,124 Eglinton St,3,h,1143384,3039,3,1,538,116,1925,Moonee Valley City Council,Western Metropolitan,6232
140565848,Moonee Ponds,21 Winchester St,2,h,831000,3039,2,1,482,431,1946,Moonee Valley City Council,Western Metropolitan,6232
497173846,Moonee Ponds,11 Bowen St,3,h,930000,3039,3,3,325,132,1910,Moonee Valley City Council,Western Metropolitan,6232
973596018,Moonee Ponds,27 Moore St,3,h,800000,3039,2,1,207,431,1946,Moonee Valley City Council,Western Metropolitan,6232
901375966,Moonee Ponds,54 Ngarveno St,3,h,1111000,3039,3,1,502,431,1946,Moonee Valley City Council,Western Metropolitan,6232
219771513,Moonee Ponds,3 Norfolk St,2,h,900000,3039,2,1,339,431,1946,Moonee Valley City Council,Western Metropolitan,6232
734708708,Moonee Ponds,3 Victoria St,2,h,822500,3039,3,1,219,431,1900,Moonee Valley City Council,Western Metropolitan,6232
360636157,Moonee Ponds,33 Walker St,4,h,1400000,3039,3,2,595,431,1946,Moonee Valley City Council,Western Metropolitan,6232
698653972,Moonee Ponds,4/7 York St,1,u,336000,3039,1,1,482,50,1980,Moonee Valley City Council,Western Metropolitan,6232
510001606,Moonee Ponds,4/208 Maribyrnong Rd,2,t,800000,3039,2,2,239,120,1970,Moonee Valley City Council,Western Metropolitan,6232
121376230,Moonee Ponds,56 Salisbury St,4,h,1143384,3039,4,3,428,190,1920,Moonee Valley City Council,Western Metropolitan,6232
664776423,Moorabbin,21 Fiddes St,3,h,1224000,3189,3,1,834,143,1960,Kingston City Council,Southern Metropolitan,2555
208590447,Moorabbin,23 Fiddes St,3,h,1020000,3189,3,1,771,431,1946,Kingston City Council,Southern Metropolitan,2555
544318379,Moorabbin,19 Hamer St,3,h,1000000,3189,3,2,573,150,1970,Kingston City Council,Southern Metropolitan,2555
486585251,Moorabbin,6/1015 Nepean Hwy,1,u,380500,3189,1,1,106,51,1990,Kingston City Council,Southern Metropolitan,2555
849771165,Moorabbin,11A Barbara St,4,h,930000,3189,4,3,443,4,1946,Kingston City Council,Southern Metropolitan,2555
341398171,Moorabbin,7 Barbara St,3,h,1090000,3189,3,2,784,160,1960,Kingston City Council,Southern Metropolitan,2555
435333158,Moorabbin,16 Matilda Rd,4,h,947500,3189,4,2,609,16,1946,Kingston City Council,Southern Metropolitan,2555
386059911,Moorabbin,163 Rowans Rd,3,h,836000,3189,3,1,695,165,1970,Kingston City Council,Southern Metropolitan,2555
700232741,Moorabbin,52 Bulli St,3,h,1417250,3189,3,2,653,180,1950,Kingston City Council,Southern Metropolitan,2555
399944089,Moorabbin,10 Avon St,3,h,980000,3189,3,1,623,119,1946,Kingston City Council,Southern Metropolitan,2555
863426058,Moorabbin,32a Fiddes St,4,t,1135000,3189,2,1,482,431,1946,Kingston City Council,Southern Metropolitan,2555
932769475,Moorabbin,48 Matilda Rd,3,h,1110000,3189,3,1,690,431,1946,Kingston City Council,Southern Metropolitan,2555
888178012,Moorabbin,38 Grandview Gr,2,h,950000,3189,2,1,649,75,1950,Kingston City Council,Southern Metropolitan,2555
261723541,Moorabbin,5a Narooma St,4,t,1143384,3189,4,3,331,431,1946,Kingston City Council,Southern Metropolitan,2555
207525759,Moorabbin,1a Rodney St,3,h,750000,3189,2,1,482,431,1946,Kingston City Council,Southern Metropolitan,2555
780534483,Moorabbin,8b William St,4,h,1140000,3189,4,2,318,242,2015,Kingston City Council,Southern Metropolitan,2555
235068730,Moorabbin,49 Clay St,3,h,1143384,3189,3,1,386,117,1955,Kingston City Council,Southern Metropolitan,2555
519282199,Moorabbin,1/1017 Nepean Hwy,3,t,750000,3189,3,2,164,123,2010,Kingston City Council,Southern Metropolitan,2555
455355091,Moorabbin,208/11 Central Av,2,u,490500,3189,2,1,482,431,1946,Kingston City Council,Southern Metropolitan,2555
453516873,Moorabbin,1/4 Grandview Gr,3,u,931000,3189,3,1,313,431,1946,Kingston City Council,Southern Metropolitan,2555
831579789,Moorabbin,38 Royena Rd,4,h,1000000,3189,4,3,581,159,1960,Kingston City Council,Southern Metropolitan,2555
976580362,Moorabbin,2/17 Barilla Rd,2,u,655000,3189,2,1,1202,431,1946,Kingston City Council,Southern Metropolitan,2555
934688460,Moorabbin,83 Bulli St,4,h,1200000,3189,4,2,696,214,1955,Kingston City Council,Southern Metropolitan,2555
505694199,Moorabbin,14 Avon St,3,h,987000,3189,3,1,603,112,1960,Kingston City Council,Southern Metropolitan,2555
705441271,Moorabbin,15 Genoa St,3,h,937000,3189,3,2,534,104,1960,Kingston City Council,Southern Metropolitan,2555
159845152,Moorabbin,5 Schofield St,4,h,1426000,3189,4,2,720,218,1950,Kingston City Council,Southern Metropolitan,2555
477900902,Moorabbin,22 William St,4,h,1143384,3189,4,2,587,194,1970,Kingston City Council,Southern Metropolitan,2555
544628903,Moorabbin,14 Barbara St,4,h,1143384,3189,4,2,1953,431,1930,Kingston City Council,Southern Metropolitan,2555
656832761,Moorabbin,5A William St,4,h,1016000,3189,4,3,272,188,2000,Kingston City Council,Southern Metropolitan,2555
942336481,Moorabbin,2b Rice St,3,t,910000,3189,3,2,312,431,1946,Kingston City Council,Southern Metropolitan,2555
136392276,Moorabbin,5 Florida Ct,4,h,1385000,3189,4,2,807,431,1946,Kingston City Council,Southern Metropolitan,2555
938685160,Moorabbin,34 Fletcher St,3,h,1143384,3189,3,1,588,118,1950,Kingston City Council,Southern Metropolitan,2555
