Suburb,Address,Rooms,Type,Price,Postcode,Bedrooms,Bathrooms,LandSize,BuildingArea,YearBuilt,CouncilArea,Region,PropertyCount
Richmond,36b Corsair St,3,t,5065246,3121,3,1,99,123,1996,Yarra City Council,Northern Metropolitan,14949
Richmond,6/33 Goodwood St,2,u,4111826,3121,2,1,593,61,1970,Yarra City Council,Northern Metropolitan,14949
Richmond,2/175 Kent St,2,t,2505319,3121,2,1,92,115,1970,Yarra City Council,Northern Metropolitan,14949
Richmond,503/6 Lord St,2,u,10014912,3121,3,2,593,95,2013,Yarra City Council,Northern Metropolitan,14949
Richmond,5/285 Punt Rd,1,u,456236,3121,1,1,593,1,1970,Yarra City Council,Northern Metropolitan,14949
Richmond,508/18 Tanner St,1,u,9027596,3121,1,1,593,50,2004,Yarra City Council,Northern Metropolitan,14949
Richmond,6/1 Barnet Wy,2,u,2775994,3121,3,1,482,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,90 Bendigo St,3,h,5011072,3121,3,1,203,127,1890,Yarra City Council,Northern Metropolitan,14949
Richmond,6 Berry St,2,h,2509255,3121,2,1,95,63,1900,Yarra City Council,Northern Metropolitan,14949
Richmond,50B Duke St,3,h,4875134,3121,3,2,120,126,2010,Yarra City Council,Northern Metropolitan,14949
Richmond,40 Elm Gr,4,h,2580452,3121,4,2,205,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,22 Garfield St,2,h,3873454,3121,2,1,117,75,1900,Yarra City Council,Northern Metropolitan,14949
Richmond,8 George St,2,h,2044881,3121,2,1,158,110,1900,Yarra City Council,Northern Metropolitan,14949
Richmond,1/35 Jubilee Pl,2,u,1156880,3121,3,1,482,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,135 Kent St,3,h,4436037,3121,3,1,215,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,308 Lennox St,2,h,1313839,3121,2,1,166,88,1900,Yarra City Council,Northern Metropolitan,14949
Richmond,14 Lesney St,2,h,3235407,3121,2,1,240,103,1890,Yarra City Council,Northern Metropolitan,14949
Richmond,47 Lord St,2,h,4486394,3121,2,1,80,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,149 Mary St,3,h,1790673,3121,3,1,162,81,1915,Yarra City Council,Northern Metropolitan,14949
Richmond,12a Rose St,3,h,3013285,3121,3,1,482,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,26 Thomas St,3,h,6610440,3121,3,1,187,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,1/1 Ellis St,2,u,10889093,3121,3,1,482,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,28/8 Hull St,2,u,8282010,3121,2,1,593,66,2000,Yarra City Council,Northern Metropolitan,14949
Richmond,73 Brighton St,2,h,7497959,3121,2,1,178,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,36 Charlotte St,2,h,5193896,3121,2,1,196,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,25 Egan St,3,h,8721401,3121,3,1,245,140,1900,Yarra City Council,Northern Metropolitan,14949
Richmond,8 Hodgson Tce,3,h,6619745,3121,3,1,164,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,35A Hunter St,2,t,5904730,3121,2,2,153,125,2004,Yarra City Council,Northern Metropolitan,14949
Richmond,2/35 Jubilee Pl,3,t,6757008,3121,3,1,482,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,11 Kent St,3,h,3565378,3121,3,3,58,137,2007,Yarra City Council,Northern Metropolitan,14949
Richmond,41 Shelley St,3,h,10164386,3121,3,2,233,170,1993,Yarra City Council,Northern Metropolitan,14949
Richmond,7/42 Baker St,2,u,511957,3121,2,1,593,51,1965,Yarra City Council,Northern Metropolitan,14949
Richmond,41 Clifton St,2,h,6058880,3121,2,1,108,168,1900,Yarra City Council,Northern Metropolitan,14949
Richmond,9/13 Manton St,2,u,749165,3121,2,1,593,168,1965,Yarra City Council,Northern Metropolitan,14949
Richmond,38a Buckingham St,2,t,2602891,3121,2,1,97,85,2004,Yarra City Council,Northern Metropolitan,14949
Richmond,77 Buckingham St,3,h,2970167,3121,3,1,199,110,1920,Yarra City Council,Northern Metropolitan,14949
Richmond,86 Buckingham St,3,h,8511656,3121,3,2,343,136,2001,Yarra City Council,Northern Metropolitan,14949
Richmond,143 Burnley St,2,h,286965,3121,2,1,151,76,1900,Yarra City Council,Northern Metropolitan,14949
Richmond,7/81 Edinburgh St,1,u,9941934,3121,1,1,593,43,1970,Yarra City Council,Northern Metropolitan,14949
Richmond,27 Glass St,3,h,6303682,3121,3,2,129,120,1980,Yarra City Council,Northern Metropolitan,14949
Richmond,704/8 Howard St,3,u,9173916,3121,3,2,593,120,2005,Yarra City Council,Northern Metropolitan,14949
Richmond,10/8 Hull St,2,u,2923630,3121,2,1,593,69,2000,Yarra City Council,Northern Metropolitan,14949
Richmond,292 Lennox St,3,h,2084305,3121,4,2,202,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,8 Malleson St,3,h,5517732,3121,3,1,198,119,1890,Yarra City Council,Northern Metropolitan,14949
Richmond,603/120 Palmer St,1,u,10687434,3121,1,1,593,40,2011,Yarra City Council,Northern Metropolitan,14949
Richmond,3 Portland St,3,h,6184708,3121,3,2,389,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,1a Tudor St,2,h,10678922,3121,3,1,482,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,31 Westbank Tce,3,h,8375104,3121,2,1,207,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,106/28 Burnley St,1,u,4389548,3121,1,1,593,44,2012,Yarra City Council,Northern Metropolitan,14949
Richmond,249 Church St,3,h,10610269,3121,3,1,216,110,1890,Yarra City Council,Northern Metropolitan,14949
Richmond,6/366 Church St,2,u,2107067,3121,2,1,593,52,2012,Yarra City Council,Northern Metropolitan,14949
Richmond,4a Gardner St,2,t,6516707,3121,2,1,126,115,1995,Yarra City Council,Northern Metropolitan,14949
Richmond,9/16 Goodwood St,2,h,6904752,3121,2,1,67,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,3/26 Gordon St,2,t,5388919,3121,3,1,482,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,225 Highett St,3,h,8026467,3121,3,2,115,193,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,42 Hunter St,2,h,7640348,3121,2,2,74,95,2000,Yarra City Council,Northern Metropolitan,14949
Richmond,40 Parkville St,3,h,385438,3121,3,1,482,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,48 Rooney St,3,h,11167659,3121,3,1,410,168,1900,Yarra City Council,Northern Metropolitan,14949
Richmond,35 Shelley St,2,h,9619810,3121,2,1,139,54,1920,Yarra City Council,Northern Metropolitan,14949
Richmond,401/18 Tanner St,2,u,1913423,3121,2,2,593,85,2008,Yarra City Council,Northern Metropolitan,14949
Richmond,11 Barkly Av,4,h,10153083,3121,3,1,482,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,29 Bennett St,3,h,2361237,3121,3,3,168,120,1915,Yarra City Council,Northern Metropolitan,14949
Richmond,2/310 Burnley St,3,t,914265,3121,3,2,593,110,2000,Yarra City Council,Northern Metropolitan,14949
Richmond,30 Highett St,4,h,7107102,3121,2,3,544,241,1920,Yarra City Council,Northern Metropolitan,14949
Richmond,92 Madden Gr,2,h,7464775,3121,3,1,482,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,101/7 Newry St,2,u,10744150,3121,2,2,593,168,2013,Yarra City Council,Northern Metropolitan,14949
Richmond,9/63 Stawell St,2,u,1753446,3121,2,2,593,77,2008,Yarra City Council,Northern Metropolitan,14949
Richmond,80 Bunting St,2,h,995506,3121,2,1,108,168,1905,Yarra City Council,Northern Metropolitan,14949
Richmond,215 Burnley St,2,h,5997020,3121,2,1,204,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,6/361 Church St,1,u,9156528,3121,1,1,593,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,403/8 Howard St,1,u,884508,3121,1,1,593,52,2005,Yarra City Council,Northern Metropolitan,14949
Richmond,158 Mary St,3,h,557884,3121,4,2,133,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,12/201 Punt Rd,1,u,5637077,3121,1,1,1332,47,1970,Yarra City Council,Northern Metropolitan,14949
Richmond,3 Type St,2,h,8975649,3121,2,1,219,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,12/9 Westbank Tce,1,u,4684882,3121,3,1,482,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,18 Buckingham St,3,h,3888255,3121,3,3,58,60,2009,Yarra City Council,Northern Metropolitan,14949
Richmond,108/366 Church St,1,u,10876918,3121,1,1,593,168,2012,Yarra City Council,Northern Metropolitan,14949
Richmond,36 Elm Gr,3,h,2267633,3121,3,1,210,118,1900,Yarra City Council,Northern Metropolitan,14949
Richmond,12 Glasshouse St,4,t,4266753,3121,3,1,482,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,6 Kennedy St,3,h,4476273,3121,3,1,301,110,1935,Yarra City Council,Northern Metropolitan,14949
Richmond,117 Lord St,2,h,10991817,3121,2,1,158,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,110 Mary St,3,h,9476149,3121,4,1,332,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,14/2 New St,2,t,3782671,3121,3,1,482,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,435 Punt Rd,3,h,6681600,3121,3,1,482,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,58 Rooney St,2,h,4774012,3121,2,1,200,90,1900,Yarra City Council,Northern Metropolitan,14949
Richmond,8 Survey St,4,h,7183667,3121,4,2,263,145,1900,Yarra City Council,Northern Metropolitan,14949
Richmond,305/45 York St,1,u,6211500,3121,1,1,593,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,6 Brady St,3,h,6601864,3121,3,2,132,95,1900,Yarra City Council,Northern Metropolitan,14949
Richmond,83 Buckingham St,2,h,10860442,3121,2,1,100,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,48 Docker St,3,h,6824163,3121,3,2,194,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,16/10 Elaine Ct,3,u,4943283,3121,3,2,593,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,7/33 Goodwood St,1,u,1848545,3121,1,1,889,168,1970,Yarra City Council,Northern Metropolitan,14949
Richmond,14 Hunter St,3,h,6426274,3121,3,1,309,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,21A Kent St,2,t,246766,3121,2,2,593,2,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,9 Type St,4,h,4304276,3121,4,2,593,171,1900,Yarra City Council,Northern Metropolitan,14949
Richmond,40 York St,3,h,9016060,3121,3,2,131,76,1900,Yarra City Council,Northern Metropolitan,14949
Richmond,1/40 Bridge Rd,2,u,1342875,3121,3,1,482,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,3/40 Bridge Rd,1,u,5695190,3121,3,1,482,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,19 Carroll St,2,h,9433557,3121,2,1,75,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,134 Coppin St,3,h,10584195,3121,3,2,157,141,1900,Yarra City Council,Northern Metropolitan,14949
Richmond,28 Corsair St,2,h,7642384,3121,2,1,170,168,1910,Yarra City Council,Northern Metropolitan,14949
Richmond,27/16 Goodwood St,2,t,10030643,3121,2,1,94,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,17 Hoddle St,3,h,817852,3121,3,1,169,111,1920,Yarra City Council,Northern Metropolitan,14949
Richmond,5 Koorang La,3,h,5816002,3121,3,2,66,118,2013,Yarra City Council,Northern Metropolitan,14949
Richmond,1 Newry St,2,h,9958021,3121,2,1,198,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,7/1 Princess St,2,t,7984958,3121,2,1,593,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,20 Stillman St,2,h,6511376,3121,2,1,292,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,45 Westbank Tce,2,h,2743910,3121,2,1,138,81,1890,Yarra City Council,Northern Metropolitan,14949
Richmond,53 Botherambo St,2,h,9997230,3121,2,2,79,94,2013,Yarra City Council,Northern Metropolitan,14949
Richmond,7 Bowen St,3,h,4734591,3121,3,2,217,180,1910,Yarra City Council,Northern Metropolitan,14949
Richmond,10/200 Brighton St,2,u,1518188,3121,2,1,593,70,1993,Yarra City Council,Northern Metropolitan,14949
Richmond,4/397 Church St,2,t,1776803,3121,3,1,482,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,207/12 Coppin St,2,u,5179740,3121,2,2,593,76,2013,Yarra City Council,Northern Metropolitan,14949
Richmond,13 Hosie St,3,h,3004135,3121,3,1,215,113,1920,Yarra City Council,Northern Metropolitan,14949
Richmond,403/8 Howard St,1,u,4243536,3121,1,1,593,52,2005,Yarra City Council,Northern Metropolitan,14949
Richmond,51 Hunter St,2,h,6915007,3121,2,1,197,80,1960,Yarra City Council,Northern Metropolitan,14949
Richmond,8/2 New St,2,t,3185181,3121,3,1,482,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,45 Abinger St,3,h,7854619,3121,3,2,109,145,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,103/8 Howard St,1,u,8469605,3121,1,1,593,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,2 Kimber St,3,h,4246238,3121,3,2,123,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,21a Laity St,1,h,1341053,3121,3,1,482,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,249 Punt Rd,4,h,9051577,3121,4,1,254,124,1890,Yarra City Council,Northern Metropolitan,14949
Richmond,6/11 River St,2,u,9722651,3121,3,1,482,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,31/15 River Bvd,2,u,2710914,3121,2,2,593,104,2000,Yarra City Council,Northern Metropolitan,14949
Richmond,140/73 River St,2,u,9396987,3121,2,2,593,75,2009,Yarra City Council,Northern Metropolitan,14949
Richmond,176 Buckingham St,4,h,5397474,3121,4,2,249,214,1970,Yarra City Council,Northern Metropolitan,14949
Richmond,301/633 Church St,3,u,8820603,3121,3,2,593,168,1999,Yarra City Council,Northern Metropolitan,14949
Richmond,7/182 Coppin St,1,u,4241783,3121,1,1,593,40,1965,Yarra City Council,Northern Metropolitan,14949
Richmond,19 Dickens St,3,h,1941498,3121,2,1,181,102,1900,Yarra City Council,Northern Metropolitan,14949
Richmond,23a Dickmann St,3,t,7894924,3121,3,1,383,168,1993,Yarra City Council,Northern Metropolitan,14949
Richmond,1 Griffiths St,2,h,8272958,3121,2,2,55,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,8 Neptune St,2,h,6292948,3121,2,1,158,168,1900,Yarra City Council,Northern Metropolitan,14949
Richmond,606/120 Palmer St,2,u,9212819,3121,2,2,650,168,2011,Yarra City Council,Northern Metropolitan,14949
Richmond,4 Parkville St,3,h,4113799,3121,3,1,482,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,4/1 Princess St,3,h,9483467,3121,2,2,126,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,211/18 Tanner St,1,u,3383153,3121,1,1,593,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,5a Waltham Pl,4,h,3520114,3121,3,1,482,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,29 Westbank Tce,3,h,4918274,3121,2,2,203,112,1900,Yarra City Council,Northern Metropolitan,14949
Richmond,711/2 McGoun St,1,u,1785956,3121,1,1,593,60,2010,Yarra City Council,Northern Metropolitan,14949
Richmond,57 Neptune St,3,h,5563470,3121,3,2,312,141,1920,Yarra City Council,Northern Metropolitan,14949
Richmond,31 Buckingham St,2,t,3721831,3121,2,1,116,90,2000,Yarra City Council,Northern Metropolitan,14949
Richmond,41 Cameron St,3,h,335226,3121,3,2,171,118,1890,Yarra City Council,Northern Metropolitan,14949
Richmond,320 Church St,3,h,1731459,3121,3,2,192,111,1900,Yarra City Council,Northern Metropolitan,14949
Richmond,52 Coppin St,2,h,134109,3121,2,1,153,73,1900,Yarra City Council,Northern Metropolitan,14949
Richmond,2 Francis St,3,h,4153803,3121,3,1,128,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,3 Jika Pl,3,h,8435863,3121,4,3,140,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,50 Lambert St,3,h,6429774,3121,3,1,482,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,14 Lincoln St,4,h,5365954,3121,4,3,106,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,3 Mary St,3,h,6829914,3121,3,1,148,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,46 Park Gr,4,h,4052168,3121,4,2,288,193,1900,Yarra City Council,Northern Metropolitan,14949
Richmond,14 Parkville St,3,h,6877879,3121,3,1,482,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,3/77 River St,3,u,9760265,3121,3,2,593,104,2005,Yarra City Council,Northern Metropolitan,14949
Richmond,22a Stanley St,3,h,9881539,3121,3,2,80,144,1850,Yarra City Council,Northern Metropolitan,14949
Richmond,10 Botherambo St,2,t,887986,3121,2,2,170,89,1940,Yarra City Council,Northern Metropolitan,14949
Richmond,288 Church St,3,h,2314155,3121,3,2,189,164,1900,Yarra City Council,Northern Metropolitan,14949
Richmond,25 Dickmann St,3,h,5087913,3121,3,2,99,102,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,12 Longfield St,3,h,8522792,3121,3,1,593,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,1/7 Sanders Pl,3,t,9214515,3121,3,3,119,184,2005,Yarra City Council,Northern Metropolitan,14949
Richmond,12 Tanner St,3,h,2067185,3121,3,1,482,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,302/366 Church St,2,u,2487016,3121,2,1,593,168,2012,Yarra City Council,Northern Metropolitan,14949
Richmond,28 Farmer St,3,h,6876694,3121,3,1,331,121,1960,Yarra City Council,Northern Metropolitan,14949
Richmond,18 Reeves Cr,3,h,3481002,3121,3,1,482,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,23 Gardner St,3,t,3492276,3121,3,2,80,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,239 Punt Rd,3,h,3630219,3121,3,1,248,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,30 Rowena Pde,3,h,2590425,3121,3,1,209,128,1900,Yarra City Council,Northern Metropolitan,14949
Richmond,201/61 Stawell St,1,u,6664439,3121,1,1,593,60,2008,Yarra City Council,Northern Metropolitan,14949
Richmond,3/61 Stawell St,2,u,2287160,3121,2,2,593,68,2008,Yarra City Council,Northern Metropolitan,14949
Richmond,5 Birch Sq,3,h,5870497,3121,3,2,133,174,2000,Yarra City Council,Northern Metropolitan,14949
Richmond,113 Buckingham St,3,h,7086323,3121,3,1,403,105,1900,Yarra City Council,Northern Metropolitan,14949
Richmond,4 Burgess St,3,h,7817887,3121,3,1,212,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,601/10 Burnley St,1,u,6930300,3121,1,1,593,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,408/633 Church St,2,u,1464140,3121,2,1,593,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,5/10 Elaine Ct,2,u,309986,3121,2,2,593,106,2000,Yarra City Council,Northern Metropolitan,14949
Richmond,1 Hodgson Tce,3,h,8913212,3121,3,2,159,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,9 Hosie St,3,h,7071009,3121,3,1,224,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,104/8 Howard St,1,u,6042869,3121,1,1,593,50,2005,Yarra City Council,Northern Metropolitan,14949
Richmond,52 Hunter St,2,h,972863,3121,2,1,156,80,1900,Yarra City Council,Northern Metropolitan,14949
Richmond,3 Longfield St,3,h,3139701,3121,3,1,593,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,25 Palmer St,4,h,4119766,3121,4,1,434,144,1900,Yarra City Council,Northern Metropolitan,14949
Richmond,4/199 Punt Rd,1,u,9164834,3121,1,1,1332,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,43 Type St,3,h,4071349,3121,3,1,152,92,1910,Yarra City Council,Northern Metropolitan,14949
Richmond,50 Canterbury St,2,h,9301680,3121,2,1,127,72,1900,Yarra City Council,Northern Metropolitan,14949
Richmond,37 Cutter St,3,h,4772806,3121,3,1,482,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,183 Mary St,4,h,9540320,3121,4,2,162,89,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,153/73 River St,2,u,9230209,3121,2,2,593,70,2004,Yarra City Council,Northern Metropolitan,14949
Richmond,7/1 Victoria Pl,3,u,6967748,3121,3,2,593,90,1990,Yarra City Council,Northern Metropolitan,14949
Richmond,21 Crown St,3,h,5197599,3121,3,1,167,170,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,18a Goodwood St,3,h,10419759,3121,3,2,213,125,1999,Yarra City Council,Northern Metropolitan,14949
Richmond,219/6 Lord St,2,u,5384202,3121,2,2,593,91,2013,Yarra City Council,Northern Metropolitan,14949
Richmond,2 Peers St,2,h,7548550,3121,2,1,100,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,29a Abinger St,3,h,4831827,3121,2,2,135,168,1969,Yarra City Council,Northern Metropolitan,14949
Richmond,6/183 Coppin St,1,u,509964,3121,1,1,593,35,1970,Yarra City Council,Northern Metropolitan,14949
Richmond,20 Lincoln St,4,h,727361,3121,4,3,108,108,2010,Yarra City Council,Northern Metropolitan,14949
Richmond,24 The Crofts,2,h,1143261,3121,2,1,103,74,1900,Yarra City Council,Northern Metropolitan,14949
Richmond,5 Union St,3,h,10280971,3121,3,1,248,100,1900,Yarra City Council,Northern Metropolitan,14949
Rosanna,166 Bellevue Av,3,h,9049075,3084,3,1,482,168,1969,Banyule City Council,Eastern Metropolitan,3540
Rosanna,20 Douglas St,3,h,941222,3084,3,1,754,168,1950,Banyule City Council,Eastern Metropolitan,3540
Rosanna,20 Rowell St,5,h,3824943,3084,4,2,629,207,1960,Banyule City Council,Eastern Metropolitan,3540
Rosanna,20 Jones Cr,4,h,10990484,3084,3,1,482,168,1969,Banyule City Council,Eastern Metropolitan,3540
Rosanna,7 Silk St,3,h,8323975,3084,3,1,691,168,1969,Banyule City Council,Eastern Metropolitan,3540
Rosanna,37 Station Rd,3,h,9025856,3084,3,2,720,175,1945,Banyule City Council,Eastern Metropolitan,3540
Rosanna,2/43 Station Rd,3,h,4563282,3084,3,2,347,182,2000,Banyule City Council,Eastern Metropolitan,3540
Rosanna,36 Victoria Av,4,h,6874931,3084,3,1,482,168,1969,Banyule City Council,Eastern Metropolitan,3540
Rosanna,28a Brassey Av,3,h,6160438,3084,3,1,482,168,1969,Banyule City Council,Eastern Metropolitan,3540
Rosanna,21 Darvall St,2,h,4172910,3084,3,1,608,168,1969,Banyule City Council,Eastern Metropolitan,3540
Rosanna,9 Jolliffe Cr,3,h,3331051,3084,3,1,482,168,1969,Banyule City Council,Eastern Metropolitan,3540
Rosanna,2/191 Mountain View Pde,3,u,93896,3084,3,1,344,117,1996,Banyule City Council,Eastern Metropolitan,3540
Rosanna,39 Alfreda Av,3,h,7946913,3084,3,1,482,168,1969,Banyule City Council,Eastern Metropolitan,3540
Rosanna,2/24 Arden Cr,3,h,1658239,3084,3,1,482,168,1969,Banyule City Council,Eastern Metropolitan,3540
Rosanna,101 Ellesmere Pde,4,h,4693465,3084,4,2,843,181,1940,Banyule City Council,Eastern Metropolitan,3540
Rosanna,2/236 Lower Plenty Rd,3,u,10432276,3084,3,1,213,112,2000,Banyule City Council,Eastern Metropolitan,3540
Rosanna,21 Ruthven St,3,h,2658241,3084,3,1,1016,205,1950,Banyule City Council,Eastern Metropolitan,3540
Rosanna,1/23 Ruthven St,3,t,593310,3084,3,1,482,168,1969,Banyule City Council,Eastern Metropolitan,3540
Rosanna,98 Waiora Rd,3,h,3657076,3084,3,1,803,168,1969,Banyule City Council,Eastern Metropolitan,3540
Rosanna,48 Grove Rd,3,h,3370087,3084,3,2,608,168,1969,Banyule City Council,Eastern Metropolitan,3540
Rosanna,2 Leon Av,3,h,135346,3084,3,1,482,168,1969,Banyule City Council,Eastern Metropolitan,3540
Rosanna,16/77 St James Rd,2,t,9576616,3084,2,1,83,89,1990,Banyule City Council,Eastern Metropolitan,3540
Rosanna,2 Millicent St,4,h,11115466,3084,3,1,482,168,1969,Banyule City Council,Eastern Metropolitan,3540
Rosanna,126 Rosanna Rd,3,h,4872552,3084,3,1,714,168,1969,Banyule City Council,Eastern Metropolitan,3540
Rosanna,166 Rosanna Rd,3,h,9111212,3084,3,1,454,134,1940,Banyule City Council,Eastern Metropolitan,3540
Rosanna,70 McCrae Rd,3,h,1424180,3084,3,1,627,154,1970,Banyule City Council,Eastern Metropolitan,3540
Rosanna,139 Ellesmere Pde,4,h,11119095,3084,4,1,987,178,1960,Banyule City Council,Eastern Metropolitan,3540
Rosanna,11 Thomson Dr,4,h,6101458,3084,4,2,651,168,1969,Banyule City Council,Eastern Metropolitan,3540
Rosanna,1 Hillside Rd,5,h,1178351,3084,5,3,1850,168,1910,Banyule City Council,Eastern Metropolitan,3540
Rosanna,1/249 Lower Plenty Rd,3,h,4990627,3084,3,1,604,168,1969,Banyule City Council,Eastern Metropolitan,3540
Rosanna,3/9 Ellesmere Pde,3,u,6680520,3084,3,2,261,168,1980,Banyule City Council,Eastern Metropolitan,3540
Rosanna,5/37 Grandview Gr,2,u,8915291,3084,3,1,210,168,1969,Banyule City Council,Eastern Metropolitan,3540
Rosanna,109 Hodgson St,3,h,8668841,3084,3,1,671,133,1960,Banyule City Council,Eastern Metropolitan,3540
Rosanna,36 Jones Cr,3,h,8520033,3084,3,1,482,168,1969,Banyule City Council,Eastern Metropolitan,3540
Rosanna,1/241 Lower Plenty Rd,2,h,6708312,3084,2,2,336,168,1945,Banyule City Council,Eastern Metropolitan,3540
Rosanna,1/73 Lower Plenty Rd,4,h,1977467,3084,3,1,403,148,1950,Banyule City Council,Eastern Metropolitan,3540
Rosanna,3/9 Mountain View Pde,4,h,5595583,3084,4,3,593,185,2008,Banyule City Council,Eastern Metropolitan,3540
Rosanna,3/201 Rosanna Rd,3,u,4541240,3084,3,2,169,168,2010,Banyule City Council,Eastern Metropolitan,3540
Rosanna,27 Thomson Dr,4,h,5236266,3084,4,3,583,182,1970,Banyule City Council,Eastern Metropolitan,3540
Rosanna,4/49 Bellevue Av,2,u,2569652,3084,3,1,482,168,1969,Banyule City Council,Eastern Metropolitan,3540
Rosanna,1/75 Ellesmere Pde,3,h,2946764,3084,3,1,482,168,1969,Banyule City Council,Eastern Metropolitan,3540
Rosanna,180 Grandview Gr,6,h,6722771,3084,3,3,911,168,1969,Banyule City Council,Eastern Metropolitan,3540
Rosanna,11/77 McCrae Rd,2,h,7620846,3084,2,1,164,83,1980,Banyule City Council,Eastern Metropolitan,3540
Rosanna,28 Stanton Cr,3,h,9850336,3084,3,1,482,168,1969,Banyule City Council,Eastern Metropolitan,3540
Rosanna,68 Finlayson St,3,h,5689675,3084,3,1,583,168,1969,Banyule City Council,Eastern Metropolitan,3540
Rosanna,51 Davies St,3,h,9149375,3084,3,2,323,142,2015,Banyule City Council,Eastern Metropolitan,3540
Rosanna,109 Ellesmere Pde,3,h,10910178,3084,3,1,927,141,1960,Banyule City Council,Eastern Metropolitan,3540
